ID,price
4275,200
4276,200
4277,200
4278,200
4279,200
4280,200
4281,200
4282,200
4283,200
4284,200
4285,200
4286,200
4287,200
4288,200
4289,200
4290,200
4291,200
4292,200
4293,200
4294,200
4295,200
4296,200
4297,200
4298,200
4299,200
4300,200
4301,200
4302,200
4303,200
4304,200
4305,200
4306,200
4307,200
4308,200
4309,200
4310,200
4311,200
4312,200
4313,200
4314,200
4315,200
4316,200
4317,200
4318,200
4319,200
4320,200
4321,200
4322,200
4323,200
4324,200
4325,200
4326,200
4327,200
4328,200
4329,200
4330,200
4331,200
4332,200
4333,200
4334,200
4335,200
4336,200
4337,200
4338,200
4339,200
4340,200
4341,200
4342,200
4343,200
4344,200
4345,200
4346,200
4347,200
4348,200
4349,200
4350,200
4351,200
4352,200
4353,200
4354,200
4355,200
4356,200
4357,200
4358,200
4359,200
4360,200
4361,200
4362,200
4363,200
4364,200
4365,200
4366,200
4367,200
4368,200
4369,200
4370,200
4371,200
4372,200
4373,200
4374,200
4375,200
4376,200
4377,200
4378,200
4379,200
4380,200
4381,200
4382,200
4383,200
4384,200
4385,200
4386,200
4387,200
4388,200
4389,200
4390,200
4391,200
4392,200
4393,200
4394,200
4395,200
4396,200
4397,200
4398,200
4399,200
4400,200
4401,200
4402,200
4403,200
4404,200
4405,200
4406,200
4407,200
4408,200
4409,200
4410,200
4411,200
4412,200
4413,200
4414,200
4415,200
4416,200
4417,200
4418,200
4419,200
4420,200
4421,200
4422,200
4423,200
4424,200
4425,200
4426,200
4427,200
4428,200
4429,200
4430,200
4431,200
4432,200
4433,200
4434,200
4435,200
4436,200
4437,200
4438,200
4439,200
4440,200
4441,200
4442,200
4443,200
4444,200
4445,200
4446,200
4447,200
4448,200
4449,200
4450,200
4451,200
4452,200
4453,200
4454,200
4455,200
4456,200
4457,200
4458,200
4459,200
4460,200
4461,200
4462,200
4463,200
4464,200
4465,200
4466,200
4467,200
4468,200
4469,200
4470,200
4471,200
4472,200
4473,200
4474,200
4475,200
4476,200
4477,200
4478,200
4479,200
4480,200
4481,200
4482,200
4483,200
4484,200
4485,200
4486,200
4487,200
4488,200
4489,200
4490,200
4491,200
4492,200
4493,200
4494,200
4495,200
4496,200
4497,200
4498,200
4499,200
4500,200
4501,200
4502,200
4503,200
4504,200
4505,200
4506,200
4507,200
4508,200
4509,200
4510,200
4511,200
4512,200
4513,200
4514,200
4515,200
4516,200
4517,200
4518,200
4519,200
4520,200
4521,200
4522,200
4523,200
4524,200
4525,200
4526,200
4527,200
4528,200
4529,200
4530,200
4531,200
4532,200
4533,200
4534,200
4535,200
4536,200
4537,200
4538,200
4539,200
4540,200
4541,200
4542,200
4543,200
4544,200
4545,200
4546,200
4547,200
4548,200
4549,200
4550,200
4551,200
4552,200
4553,200
4554,200
4555,200
4556,200
4557,200
4558,200
4559,200
4560,200
4561,200
4562,200
4563,200
4564,200
4565,200
4566,200
4567,200
4568,200
4569,200
4570,200
4571,200
4572,200
4573,200
4574,200
4575,200
4576,200
4577,200
4578,200
4579,200
4580,200
4581,200
4582,200
4583,200
4584,200
4585,200
4586,200
4587,200
4588,200
4589,200
4590,200
4591,200
4592,200
4593,200
4594,200
4595,200
4596,200
4597,200
4598,200
4599,200
4600,200
4601,200
4602,200
4603,200
4604,200
4605,200
4606,200
4607,200
4608,200
4609,200
4610,200
4611,200
4612,200
4613,200
4614,200
4615,200
4616,200
4617,200
4618,200
4619,200
4620,200
4621,200
4622,200
4623,200
4624,200
4625,200
4626,200
4627,200
4628,200
4629,200
4630,200
4631,200
4632,200
4633,200
4634,200
4635,200
4636,200
4637,200
4638,200
4639,200
4640,200
4641,200
4642,200
4643,200
4644,200
4645,200
4646,200
4647,200
4648,200
4649,200
4650,200
4651,200
4652,200
4653,200
4654,200
4655,200
4656,200
4657,200
4658,200
4659,200
4660,200
4661,200
4662,200
4663,200
4664,200
4665,200
4666,200
4667,200
4668,200
4669,200
4670,200
4671,200
4672,200
4673,200
4674,200
4675,200
4676,200
4677,200
4678,200
4679,200
4680,200
4681,200
4682,200
4683,200
4684,200
4685,200
4686,200
4687,200
4688,200
4689,200
4690,200
4691,200
4692,200
4693,200
4694,200
4695,200
4696,200
4697,200
4698,200
4699,200
4700,200
4701,200
4702,200
4703,200
4704,200
4705,200
4706,200
4707,200
4708,200
4709,200
4710,200
4711,200
4712,200
4713,200
4714,200
4715,200
4716,200
4717,200
4718,200
4719,200
4720,200
4721,200
4722,200
4723,200
4724,200
4725,200
4726,200
4727,200
4728,200
4729,200
4730,200
4731,200
4732,200
4733,200
4734,200
4735,200
4736,200
4737,200
4738,200
4739,200
4740,200
4741,200
4742,200
4743,200
4744,200
4745,200
4746,200
4747,200
4748,200
4749,200
4750,200
4751,200
4752,200
4753,200
4754,200
4755,200
4756,200
4757,200
4758,200
4759,200
4760,200
4761,200
4762,200
4763,200
4764,200
4765,200
4766,200
4767,200
4768,200
4769,200
4770,200
4771,200
4772,200
4773,200
4774,200
4775,200
4776,200
4777,200
4778,200
4779,200
4780,200
4781,200
4782,200
4783,200
4784,200
4785,200
4786,200
4787,200
4788,200
4789,200
4790,200
4791,200
4792,200
4793,200
4794,200
4795,200
4796,200
4797,200
4798,200
4799,200
4800,200
4801,200
4802,200
4803,200
4804,200
4805,200
4806,200
4807,200
4808,200
4809,200
4810,200
4811,200
4812,200
4813,200
4814,200
4815,200
4816,200
4817,200
4818,200
4819,200
4820,200
4821,200
4822,200
4823,200
4824,200
4825,200
4826,200
4827,200
4828,200
4829,200
4830,200
4831,200
4832,200
4833,200
4834,200
4835,200
4836,200
4837,200
4838,200
4839,200
4840,200
4841,200
4842,200
4843,200
4844,200
4845,200
4846,200
4847,200
4848,200
4849,200
4850,200
4851,200
4852,200
4853,200
4854,200
4855,200
4856,200
4857,200
4858,200
4859,200
4860,200
4861,200
4862,200
4863,200
4864,200
4865,200
4866,200
4867,200
4868,200
4869,200
4870,200
4871,200
4872,200
4873,200
4874,200
4875,200
4876,200
4877,200
4878,200
4879,200
4880,200
4881,200
4882,200
4883,200
4884,200
4885,200
4886,200
4887,200
4888,200
4889,200
4890,200
4891,200
4892,200
4893,200
4894,200
4895,200
4896,200
4897,200
4898,200
4899,200
4900,200
4901,200
4902,200
4903,200
4904,200
4905,200
4906,200
4907,200
4908,200
4909,200
4910,200
4911,200
4912,200
4913,200
4914,200
4915,200
4916,200
4917,200
4918,200
4919,200
4920,200
4921,200
4922,200
4923,200
4924,200
4925,200
4926,200
4927,200
4928,200
4929,200
4930,200
4931,200
4932,200
4933,200
4934,200
4935,200
4936,200
4937,200
4938,200
4939,200
4940,200
4941,200
4942,200
4943,200
4944,200
4945,200
4946,200
4947,200
4948,200
4949,200
4950,200
4951,200
4952,200
4953,200
4954,200
4955,200
4956,200
4957,200
4958,200
4959,200
4960,200
4961,200
4962,200
4963,200
4964,200
4965,200
4966,200
4967,200
4968,200
4969,200
4970,200
4971,200
4972,200
4973,200
4974,200
4975,200
4976,200
4977,200
4978,200
4979,200
4980,200
4981,200
4982,200
4983,200
4984,200
4985,200
4986,200
4987,200
4988,200
4989,200
4990,200
4991,200
4992,200
4993,200
4994,200
4995,200
4996,200
4997,200
4998,200
4999,200
5000,200
5001,200
5002,200
5003,200
5004,200
5005,200
5006,200
5007,200
5008,200
5009,200
5010,200
5011,200
5012,200
5013,200
5014,200
5015,200
5016,200
5017,200
5018,200
5019,200
5020,200
5021,200
5022,200
5023,200
5024,200
5025,200
5026,200
5027,200
5028,200
5029,200
5030,200
5031,200
5032,200
5033,200
5034,200
5035,200
5036,200
5037,200
5038,200
5039,200
5040,200
5041,200
5042,200
5043,200
5044,200
5045,200
5046,200
5047,200
5048,200
5049,200
5050,200
5051,200
5052,200
5053,200
5054,200
5055,200
5056,200
5057,200
5058,200
5059,200
5060,200
5061,200
5062,200
5063,200
5064,200
5065,200
5066,200
5067,200
5068,200
5069,200
5070,200
5071,200
5072,200
5073,200
5074,200
5075,200
5076,200
5077,200
5078,200
5079,200
5080,200
5081,200
5082,200
5083,200
5084,200
5085,200
5086,200
5087,200
5088,200
5089,200
5090,200
5091,200
5092,200
5093,200
5094,200
5095,200
5096,200
5097,200
5098,200
5099,200
5100,200
5101,200
5102,200
5103,200
5104,200
5105,200
5106,200
5107,200
5108,200
5109,200
5110,200
5111,200
5112,200
5113,200
5114,200
5115,200
5116,200
5117,200
5118,200
5119,200
5120,200
5121,200
5122,200
5123,200
5124,200
5125,200
5126,200
5127,200
5128,200
5129,200
5130,200
5131,200
5132,200
5133,200
5134,200
5135,200
5136,200
5137,200
5138,200
5139,200
5140,200
5141,200
5142,200
5143,200
5144,200
5145,200
5146,200
5147,200
5148,200
5149,200
5150,200
5151,200
5152,200
5153,200
5154,200
5155,200
5156,200
5157,200
5158,200
5159,200
5160,200
5161,200
5162,200
5163,200
5164,200
5165,200
5166,200
5167,200
5168,200
5169,200
5170,200
5171,200
5172,200
5173,200
5174,200
5175,200
5176,200
5177,200
5178,200
5179,200
5180,200
5181,200
5182,200
5183,200
5184,200
5185,200
5186,200
5187,200
5188,200
5189,200
5190,200
5191,200
5192,200
5193,200
5194,200
5195,200
5196,200
5197,200
5198,200
5199,200
5200,200
5201,200
5202,200
5203,200
5204,200
5205,200
5206,200
5207,200
5208,200
5209,200
5210,200
5211,200
5212,200
5213,200
5214,200
5215,200
5216,200
5217,200
5218,200
5219,200
5220,200
5221,200
5222,200
5223,200
5224,200
5225,200
5226,200
5227,200
5228,200
5229,200
5230,200
5231,200
5232,200
5233,200
5234,200
5235,200
5236,200
5237,200
5238,200
5239,200
5240,200
5241,200
5242,200
5243,200
5244,200
5245,200
5246,200
5247,200
5248,200
5249,200
5250,200
5251,200
5252,200
5253,200
5254,200
5255,200
5256,200
5257,200
5258,200
5259,200
5260,200
5261,200
5262,200
5263,200
5264,200
5265,200
5266,200
5267,200
5268,200
5269,200
5270,200
5271,200
5272,200
5273,200
5274,200
5275,200
5276,200
5277,200
5278,200
5279,200
5280,200
5281,200
5282,200
5283,200
5284,200
5285,200
5286,200
5287,200
5288,200
5289,200
5290,200
5291,200
5292,200
5293,200
5294,200
5295,200
5296,200
5297,200
5298,200
5299,200
5300,200
5301,200
5302,200
5303,200
5304,200
5305,200
5306,200
5307,200
5308,200
5309,200
5310,200
5311,200
5312,200
5313,200
5314,200
5315,200
5316,200
5317,200
5318,200
5319,200
5320,200
5321,200
5322,200
5323,200
5324,200
5325,200
5326,200
5327,200
5328,200
5329,200
5330,200
5331,200
5332,200
5333,200
5334,200
5335,200
