ID,source,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
1133,city scrape,Executive style room own bath 2 minutes walk to UQ,"Well Furnished room, own bath near UQ st lucia. Close to bus stop , next to UQ entrance. Shops closeby.",,677061073,Chetna,2025-02-04,,,within a day,57%,8%,f,,1.0,"['email', 'phone']",f,t,St Lucia,-27.494397269394877,153.00805536851374,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,"[""Paid parking on premises"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Wifi"", ""Washer"", ""Dedicated workspace"", ""Lock on bedroom door""]",5,15,5.0,5.0,15.0,15.0,5.0,15.0,24,38,57,57,0,0,0,38,0,0,0.0,,,,,,,,,,f,1,0,1,0,,$74.00
1134,city scrape,2BR Hampton Home | Walk to Caxton St & Suncorp,"Located in Paddington near Suncorp Stadium, this Hampton-style 2BR home offers park views, a deck w/ outdoor dining, and free parking.<br /><br />Walk to Suncorp Stadium, Caxton Street, cafés, shops and Ithaca Pool. Across the road are a playground and dog park. <br /><br />Bright, airy interiors and laundry facilities make it ideal for short or long stays. A perfect mix of comfort, style, and Convenience.",,485387749,Sam,2022-10-27,"Brisbane, Australia",Hi! I'm a cheerful and personable father of two beautiful little girls.,within an hour,99%,100%,f,,19.0,"['email', 'phone']",t,t,Paddington - Milton,-27.46208,153.01054,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Portable fans"", ""Westinghouse  refrigerator"", ""Baking sheet"", ""Dishwasher"", ""Fast wifi \u2013 158 Mbps"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Bathtub"", ""Cooking basics"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Westinghouse  stainless steel single oven"", ""Free street parking"", ""Hangers"", ""Coffee maker: Nespresso"", ""Air conditioning"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Shower gel"", ""Central heating"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Beach essentials"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Omega  electric stove"", ""Portable heater"", ""Single level home"", ""Dining table""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,11,23,48,302,11,11,11,17,0,66,12870.0,2025-10-17,2025-11-03,4.82,4.91,4.91,5.0,5.0,4.91,4.91,t,18,1,17,0,11.0,$195.00
1135,city scrape,3 Bdr Apt! Private Balcony! Garage Parking! 121D3,"Welcome to Smart Suites Self Check-in Apartments! – Don’t forget to save us as a favourite! <br />As a mid-sized corporate accommodation provider, we offer modern, professionally cleaned, and well-equipped apartments with off-street parking. Located within 15-20 minutes of the city by car, our apartments are conveniently close to public transport and within walking distance of shops and dining options. Plus, we provide tax invoices for all stays. We're delighted to have you with us!","Rocklea was named after the Rocky Water Holes, a watercourse that rises in the Toohey Forest Park in Nathan and enters the Oxley Creek near its junction with the Brisbane Golf Course. Rocklea has friendly residents, Established Streets, Brisbane Markets Close by, Close to Brisbane City (approx. 10KM), Close to Trains & Buses",525145710,Smart-Suites,2023-07-11,"Brisbane, Australia","We are a team of well-traveled individuals, having experienced dozens of Airbnbs around the world. We've applied our insights to create Smart Suites, designed to bring quality and value to our niche, corporate extended stays. Every detail is crafted to make your experience seamless—from fast and friendly host responses to professionally cleaned accommodations, easy check-ins and check-outs, comprehensive house manuals, and reliable private WiFi.",within an hour,100%,99%,f,,105.0,"['email', 'phone']",t,t,Rocklea - Acacia Ridge,-27.5457232,153.0115066,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Baking sheet"", ""Refrigerator"", ""Coffee maker"", ""Stainless steel single oven"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Shared backyard \u2013 Not fully fenced"", ""Cooking basics"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""50 inch HDTV with Netflix"", ""Hangers"", ""Iron"", ""Stainless steel electric stove"", ""Heating - split type ductless system"", ""Hot water"", ""Shower gel"", ""Cleaning available during stay"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Board games"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""AC - split type ductless system"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Conditioner"", ""Private entrance"", ""Free washer \u2013 In building"", ""Free residential garage on premises \u2013 2 spaces"", ""Dining table""]",1,1125,1.0,3.0,46.0,1125.0,1.0,1122.0,30,60,90,365,10,4,1,51,6,24,10584.0,2024-04-26,2025-11-02,4.6,4.8,4.7,4.9,4.7,4.4,4.1,t,105,105,0,0,0.53,$441.00
1136,city scrape,1 Bdr Apt w/ AC | Kitchen | Parking | 131AF1,"Welcome to Smart Suites Self Check-in Apartments! – Don’t forget to save us as a favourite! <br />As a mid-sized corporate accommodation provider, we offer modern, professionally cleaned, and well-equipped apartments with off-street parking. Located within 15-20 minutes of the city by car, our apartments are conveniently close to public transport and within walking distance of shops and dining options. Plus, we provide tax invoices for all stays. We're delighted to have you with us!","Rocklea was named after the Rocky Water Holes, a watercourse that rises in the Toohey Forest Park in Nathan and enters the Oxley Creek near its junction with the Brisbane Golf Course. Rocklea has friendly residents, Established Streets, Brisbane Markets Close by, Close to Brisbane City (approx. 10KM), Close to Trains & Buses",525145710,Smart-Suites,2023-07-11,"Brisbane, Australia","We are a team of well-traveled individuals, having experienced dozens of Airbnbs around the world. We've applied our insights to create Smart Suites, designed to bring quality and value to our niche, corporate extended stays. Every detail is crafted to make your experience seamless—from fast and friendly host responses to professionally cleaned accommodations, easy check-ins and check-outs, comprehensive house manuals, and reliable private WiFi.",within an hour,100%,99%,f,,105.0,"['email', 'phone']",t,t,Rocklea - Acacia Ridge,-27.5541841,153.0161614,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Baking sheet"", ""Refrigerator"", ""Coffee maker"", ""Stainless steel single oven"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""40 inch HDTV with Netflix"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Iron"", ""Safe"", ""Hot water"", ""Shower gel"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Board games"", ""Heating"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Clothing storage"", ""Induction stove"", ""Dedicated workspace"", ""Microwave"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free parking on premises"", ""Conditioner"", ""Private entrance""]",1,1125,1.0,3.0,46.0,1125.0,1.0,1122.0,28,58,88,363,4,3,0,49,2,18,4140.0,2024-10-28,2025-09-14,4.75,5.0,4.75,4.75,5.0,4.25,4.75,t,105,105,0,0,0.32,$230.00
1137,city scrape,阳光之旅,Relax in this peaceful and stylish space.,,670617646,Lin,2025-01-03,,,,,,f,,1.0,"['email', 'phone']",f,t,Rochedale - Burbank,-27.56515,153.11909,Private room in home,Private room,2,2.0,2 shared baths,5.0,5.0,"[""Exercise equipment"", ""Smoke alarm"", ""Wifi"", ""Pool"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Washer"", ""Outdoor dining area"", ""Air conditioning"", ""Piano"", ""First aid kit"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hot tub"", ""Free parking on premises"", ""TV""]",3,365,3.0,3.0,365.0,365.0,3.0,365.0,29,59,89,364,0,0,0,50,0,0,0.0,,,,,,,,,,f,1,0,1,0,,$241.00
1138,city scrape,Tranquility close to the river.,"Forget your worries in this serene space<br />Private room w/ tea facility & spacious wardrobe <br />Shared bathroom <br />Shared living room<br />Shared porch <br />Free Wi-Fi <br />Parking space<br />Kitchen access<br /><br />NO SMOKING INSIDE THE HOUSE<br />NO OUTDOOR SHOES INSIDE THE HOUSE <br /><br />24/7 CCTV within the property <br /><br />CHECK IN: 3pm-9pm<br />CHECK OUT: 11am<br /><br />3 min. drive to Chelmer train station <br />4 min. drive to Indooroopilly<br />16 min. drive to Brisbane City<br /><br />19 min. walk to Chelmer train station<br />12 min. walk to Oxley Rd @ Milpera, bus stop 51",,569957977,Kenneth,2024-04-01,,,within an hour,100%,77%,t,,1.0,"['email', 'phone']",t,t,Chelmer - Graceville,-27.51726161684757,152.9832439455545,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Stove"", ""Hot water kettle"", ""Refrigerator"", ""Clothing storage"", ""Dining table"", ""Host greets you"", ""Free parking on premises"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""TV"", ""Hot water"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Bathtub"", ""Wifi"", ""Microwave"", ""Lock on bedroom door""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,25,55,85,360,6,6,0,46,0,36,2880.0,2025-06-11,2025-10-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,1.17,$80.00
1139,city scrape,Stylish Urban 2BR|Skytower C17,"Discover the ultimate urban retreat at Brisbane Skytower! This elegant 2-bedroom, 1-bathroom apartment offers the perfect blend of modern comfort and vibrant city living. Take a refreshing dip in the shared pool, prepare gourmet meals in the fully equipped kitchen, and marvel at stunning cityscape views from your window. Ideal for both business and leisure travelers, this is your gateway to experiencing the best of Brisbane.","🏙️ Neighborhood Highlights – 222 Margaret St, Brisbane<br />222 Margaret St is located in the heart of Brisbane’s CBD, offering guests unbeatable access to dining, shopping, culture, and nature — all within a short walk.<br /><br />☕ Cafés<br />☕ Coffee Anthology — 350 m, 5 min walk<br /> Stylish café serving specialty coffee and breakfast in a trendy setting.<br /><br />☕ John Mills Himself — 650 m, 8 min walk<br /> Hidden laneway espresso bar known for its expertly brewed beans.<br /><br />☕ The Maillard Project — 400 m, 6 min walk<br /> A sleek, modern café offering artisan coffee and house-baked pastries.<br /><br />🍽️ Restaurants<br />🍽️ Madame Wu — 700 m, 9 min walk<br /> Upscale Asian fusion with city views and delicious cocktails.<br /><br />🍽️ Walter’s Steakhouse — 500 m, 6 min walk<br /> Classic steakhouse serving premium cuts and elegant wines.<br /><br />🍽️ Otto Ristorante — 900 m, 11 min walk<br /> Contemporary Italian fine dining with riverside views.<br /><br />🛍️ Shoppi",166518895,Alice,2018-01-08,"Brisbane, Australia","ALICE‘S HOME is a professional holiday property management team.

For many years, Alice's Home has been managing and developing properties in Australia. Our competent team is committed to delivering first-rate services and has managed properties all over Australia. The team works hard to provide exceptional service to every client who has entrusted their property to Alice's Home, and we strive to provide clients with a more flexible, convenient, and joyful experience. 

Alice's Home is a customer-focused business that provides the best property management services for short-term rentals. We have been able to successfully assist owners in easily and quickly turning a profit on their assets due to our cutting-edge management concepts, excellent creative thinking, and honest service mentality",within an hour,99%,99%,f,,56.0,"['email', 'phone', 'work_email']",t,t,Brisbane City,-27.47285,153.0292,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Elevator"", ""Lockbox"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Pool"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Microwave"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Conditioner"", ""TV"", ""Dining table"", ""Oven""]",1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,19,48,78,81,65,65,4,39,0,255,59670.0,2025-01-02,2025-11-05,4.65,4.68,4.72,4.54,4.78,4.91,4.63,f,43,43,0,0,6.21,$234.00
1140,city scrape,Casa Corinda - Large modern in leafy cafe precinct,"Ideal for holiday or business traveller/s wanting to explore Brisbane from an exceptional home base<br /><br />As frequent travellers we have sought to duplicate the best of our experiences to provide you with the thoughtful touches & special things which make a home away from home. <br /><br />2 minute stroll to train, supermarkets, cafes, pub, bakeries, health food, medical, gyms, swimming pool, library<br /><br />Large & bright with quality finishes & plush king bed keep our guests coming back. We hope you will too🏳️‍🌈","In the top ten of Australia’s most desirable lifestyle suburbs, Corinda will charm you with its relaxed community vibe, bustling cafe scene, wide tree lined shady streets and iconic rambling Queenslander houses. A friendly, vibrant oasis, Corinda has it all without getting in your car.  <br /><br />STREET FOOD - If food is your thing we highly recommend Friday nights at the Rocklea Street Food Markets a 5 minute drive away. <br /><br />PRODUCE MARKETS - at Rocklea on Saturday are huge. Pick up fresh fruit, cheese, seafood, fresh pasta and people watch over excellent coffee and breakfast from the multitude of Street Food vendors and listen to some cool tunes.  On Sundays hunt for vintage treasures. <br /><br />LONE PINE KOALA SANCTUARY  is a short 10 minute drive away.<br /><br />Enjoy nature with a picnic or a run at SHERWOOD ARBORETUM or OXLEY CREEK COMMON. <br /><br />TRAIN is 2 minutes walk and will take you to the city and numerous places of interest in an air conditioned 20 minute",1710991,Phillip Wayne,2012-02-06,"Brisbane, Australia","Professional couple from Australia, enjoy traveling, good food, wine, and most of all, who enjoy life & what it has to offer. Cultural diversity is something we deeply appreciate! ",within an hour,100%,100%,t,,1.0,"['email', 'phone']",t,t,Corinda,-27.54117,152.98165,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Laundromat nearby"", ""Baking sheet"", ""Refrigerator"", ""Essentials"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Window guards"", ""Iron"", ""First aid kit"", ""Hot water"", ""Children\u2019s books and toys"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Board games"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Ceiling fan"", ""Freezer"", ""Microwave"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Ethernet connection"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Single level home"", ""Oven""]",3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,4,32,288,232,22,1,3,21,132,21120.0,2018-02-15,2025-10-19,4.89,4.93,4.88,4.97,5.0,4.91,4.88,f,1,1,0,0,2.46,$160.00
1141,city scrape,South Brisbane private apartment 2beds 2baths 1car,"Centrally located. Easy access to city, shops, restaurants, Southbank Parkland, family friendly park, train, bus and ferry.",,456860997,Truc,2022-04-30,,,,,67%,f,,1.0,"['email', 'phone']",f,t,South Brisbane,-27.4783,153.01832,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Portable fans"", ""Outdoor shower"", ""Baking sheet"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Elevator"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Outdoor dining area"", ""Portable air conditioning"", ""Hair dryer"", ""Hot water kettle"", ""Hangers"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""Iron"", ""Safe"", ""Electric stove"", ""TV with Chromecast, DVD player"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Room-darkening shades"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Central air conditioning"", ""Wine glasses"", ""Board games"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Table corner guards"", ""Rice maker"", ""Drying rack for clothing"", ""Long term stays allowed"", ""Free parking on premises"", ""Conditioner"", ""Shared pool"", ""Clothing storage: walk-in closet and closet"", ""Dining table""]",3,90,2.0,3.0,90.0,90.0,3.0,90.0,11,12,13,178,7,1,0,11,1,6,1350.0,2022-05-26,2025-05-06,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1,1,0,0,0.17,$225.00
1142,city scrape,Paddington Escape: Pool & Views,"Stay in one of Brisbane’s most sought-after suburbs, with absurd city views, a shared pool, & a BBQ area. Nestled in a classic Queenslander, this cozy yet stylish lower-level flat is just a minute from Latrobe Terrace’s trendy café scene & a short stroll to Suncorp. Whether you're after nightlife, culture or relaxation, this gem offers a perfect mix of comfort & convenience. Enjoy off-street parking & easy access to public transport, all while soaking up the charm of this vibrant neighbourhood.",,15177749,Benjamin,2014-05-06,,,within a day,90%,62%,t,,1.0,"['email', 'phone']",t,t,Paddington - Milton,-27.460651878814403,152.9922040552796,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Wifi"", ""Pool"", ""BBQ grill"", ""Washer"", ""Outdoor dining area"", ""Hangers"", ""Air conditioning"", ""Hot water"", ""Shower gel"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Pets allowed"", ""Clothing storage"", ""Dedicated workspace"", ""City skyline view"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Body soap""]",1,14,1.0,14.0,14.0,14.0,2.6,14.0,2,2,6,264,12,12,2,2,0,72,14472.0,2025-03-01,2025-10-25,4.58,4.58,4.33,4.92,4.83,4.83,4.58,f,1,1,0,0,1.41,$201.00
1143,city scrape,Riverside Self-contained Apartment,"Just 2 minutes' walk from the Brisbane River and 3kms from Brisbane CBD, Inn on the Park features self-contained apartments with access to an outdoor pool and a gymnasium. Free unlimited WiFi access and free car park are provided.",Getting around couldn’t be easier.,50845468,Fiona,2015-12-08,"Toowong, Australia",,within a day,50%,42%,f,,23.0,"['email', 'phone']",t,t,Auchenflower,-27.47973,152.9984,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hair dryer"", ""TV with standard cable"", ""Hangers"", ""Essentials"", ""Dryer"", ""Shampoo"", ""Air conditioning"", ""Free parking on premises"", ""Iron"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Gym"", ""Pool"", ""Washer""]",4,365,4.0,4.0,365.0,365.0,4.0,365.0,19,26,56,323,16,0,0,19,2,0,0.0,2016-11-15,2024-07-21,4.19,4.5,4.31,4.88,4.69,4.5,4.19,f,19,18,1,0,0.15,$237.00
1144,city scrape,SkylineOasis w River Views Gym Carpark WiFi Tennis,River Views with HUGE Balcony in 3 Bedroom apartment<br />*Professional Photos Coming*<br /><br /> Indulge in urban luxury at our 3BR apt in Brisbane City with Breath-taking river views<br /><br />✧ Amazing amenities<br />⋅Fully equipped kitchen<br />⋅Private balcony<br />⋅Fast Wifi<br />⋅Sleeps 8<br />⋅Carpark<br />✧ Fantastic facilities:<br />⋅Gym<br />⋅Steam Room<br />⋅Tennis Court<br />⋅Pool<br /><br />Centrally located for easy access to cultural landmarks and gourmet dining. Elevate your Brisbane experience in this meticulously crafted oasis haven,Perfect Location in the heart of the CBD where the iconic Brisbane Riverwalk is literally out the front door and down some stairs. This will lead you to either the affluent New Farm or the other direction into the beautiful Botanical Gardens and over the bridge to the must visit South Bank and its parklands. Not to mention the very popular Eagle St Pier with copious amounts of restaurants and bars to suit all needs. Lovely coffee shops close by and a 6 min walk to Queen St Mall where you can shop until your hearts content.,27677036,Kalie,2015-02-13,"Brisbane, Australia","It is my absolute pleasure to welcome you to SuperBnBHosts and our array of beautiful bespoke & boutique apartments across South East Queensland.

Long and Short Term Accommodation options available throughout Brisbane and Sunshine Coast. All price points!! Feel free to reach out at 
@ : Admin AT Superbnbhosts com

SuperBnBHosts are locally based in Brisbane and it has been our purpose and passion to provide the best accommodation and experience in Queensland.

I have personally picked each apartment, styled and furnished for the ultimate guest experience and stay. My focus is to make sure each apartment has a warm, cosy and homely feel while still keeping it classy with that LUXE feel. 
I want my guests to experience a comfortable and relaxed vibe, instead of that sterile hotel feel.

My team and I have hand picked and trained a small group of amazing cleaners within Brisbane to ensure every apartment gets the attention to detail it deserves and ultimately my guests get a sparkling clean space. This also comes with a cleanliness guarantee - if my guest isn't happy, my cleaner will be back in within 24 hours.

My passion is all about a living a holistic and healthy lifestyle and I LOVE sharing this by using Healthy, Natural, Eco Friendly & Organic products within the apartments for my guests to use and experience. They will find healthy organic shampoo, body wash, soaps and the list goes on.

My team know that my No. 1 priority are my guests. We will always do our best to support and serve the best way we can. For You!!

I love all things outdoors, being amongst nature and experiencing new cafes & fresh organic food.
I am very active, respectful and enjoy & appreciate the little things in life.

My life motto Is:- Be the change you wish to see in the world.
Kalie 
Blavius :)",within an hour,100%,95%,,,22.0,"['email', 'phone']",t,t,Brisbane City,-27.4628136,153.0325811,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,"[""Laundromat nearby"", ""Waterfront"", ""Baking sheet"", ""Exercise equipment"", ""Refrigerator"", ""Essentials"", ""Sun loungers"", ""Baby bath - always at the listing"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Noise decibel monitors on property"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Miele stainless steel gas stove"", ""Bathtub"", ""Cooking basics"", ""Coffee maker: espresso machine"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Shared BBQ grill: electric"", ""Free dryer \u2013 In unit"", ""Iron"", ""River view"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Central heating"", ""Room-darkening shades"", ""Fire extinguisher"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Central air conditioning"", ""Wine glasses"", ""Crib - always at the listing"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Ceiling fan"", ""Clothing storage"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""City skyline view"", ""Drying rack for clothing"", ""Rice maker"", ""Long term stays allowed"", ""Shared sauna"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Shared gym in building"", ""Standalone high chair - always at the listing"", ""Body soap"", ""Free resort access"", ""Shared outdoor pool - available all year, open specific hours"", ""TV"", ""Single level home"", ""Dining table"", ""Oven""]",2,365,1.0,3.0,365.0,365.0,2.8,365.0,22,52,82,174,55,39,3,43,22,234,72072.0,2023-12-31,2025-10-26,4.82,4.84,4.75,4.58,4.93,4.91,4.75,f,12,12,0,0,2.42,$308.00
1145,city scrape,"Huge master room with Ensuit, AC,Great value","Forget your worries in this spacious and serene space. This master room is the most popular one that many gusets are keep coming back for more. It has been always fully booked for the entire year. If you are lucky and find this listing, do not miss it! You will find out why this room is so popular and always have 5 star reviews.  Spacious, clean, peaceful, relaxing, brand new space with comfy bed, walk-in wardrobe, private ensuit and brand new AC etc.. Plus plenty of free parking around the home",,474103266,Gina,2022-08-09,"Sunnybank, Australia",,within an hour,100%,42%,t,,7.0,"['email', 'phone']",t,t,Sunnybank,-27.57908,153.0545,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Laundromat nearby"", ""Baking sheet"", ""Refrigerator"", ""Backyard"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""First aid kit"", ""Hot water"", ""Smart lock"", ""Cleaning available during stay"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Ceiling fan"", ""Clothing storage"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Rice maker"", ""Drying rack for clothing"", ""Paid parking on premises"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Dining table"", ""Oven""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,270,3,3,0,51,0,18,1458.0,2025-03-17,2025-08-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,7,0,7,0,0.38,$81.00
